tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,cleaned_text,processed_text,original_word_count,cleaned_word_count,processed_word_count,ner_pos,neg,neu,pos,compound,cluster
119248,AppleSupport,False,Wed Oct 11 13:38:29 +0000 2017,@105837 We can help. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,,119249.0,we can help which version of ios are you on you can find that in settings gt general gt about reply in dm,help version find setting general reply,25,23,6,,0.0,0.649,0.351,0.4019,4
119249,105837,True,Wed Oct 11 07:37:27 +0000 2017,"@105838 @AppleSupport Me too am suffering , hope the can find a solution",119248,119250.0,me too am suffering hope the can find a solution,suffering hope find solution,13,10,4,,0.333,0.108,0.559,0.2732,4
119250,105838,True,Wed Oct 11 05:33:17 +0000 2017,"@AppleSupport hi #apple, I’ve a concern about the latest ios is too slow on #iphone6 and i am not happy with it. Any solution please?","119249,119251",,hi apple i have a concern about the latest ios is too slow on iphone and i am not happy with it any solution please,hi apple concern latest slow phone happy solution please,25,25,9,,0.0,0.42,0.58,0.8074,4
119252,AppleSupport,False,Wed Oct 11 13:40:27 +0000 2017,@105839 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,,119253.0,thanks for reaching out to us we are always happy to help send us a dm so we can look into this together,thanks reaching u always happy help send u look together,25,23,10,,0.0,0.351,0.649,0.8779,4
119253,105839,True,Wed Oct 11 07:21:34 +0000 2017,I just updated my phone and suddenly everything takes ages to load wtf @76099 this update sux I hate it fix it bye,119252,,i just updated my phone and suddenly everything takes ages to load wtf this update sucks i hate it fix it bye,updated phone suddenly everything take age load utf update suck hate fix bye,23,22,13,,0.375,0.625,0.0,-0.765,2
119254,SpotifyCares,False,Wed Oct 11 13:41:25 +0000 2017,"@105840 Hi there! What device is this happening on? If you could also let us know the Android and Spotify versions you're using, that'd be great /AY",119255,119256.0,hi there what device is this happening on if you could also let us know the android and spotify versions you are using that would be great ay,hi device happening could also let u know andros specify version using would great ay,27,28,15,,0.0,0.773,0.227,0.6249,4
119255,105840,True,Wed Oct 11 13:45:59 +0000 2017,@SpotifyCares Thanks! Version 8.4.22.857 armv7 on anker bluetooth speaker on Samsung Galaxy Tab A (2016) Model SM-T280 Does distance from speaker matter?,119257,119254.0,thanks version armv on anker bluetooth speaker on samsung galaxy tab a model smt does distance from speaker matter,thanks version army anger bluetooth speaker samson galaxy tax model sat distance speaker matter,22,19,14,,0.198,0.588,0.214,-0.1779,4
119257,SpotifyCares,False,Wed Oct 11 14:00:48 +0000 2017,@105840 Thanks. The distance could possibly affect playback. Does logging out &gt; restarting your device &gt; logging back in make a difference? /AY,119258,119255.0,thanks the distance could possibly affect playback does logging out gt restarting your device gt logging back in make a difference ay,thanks distance could possibly affect playback logging starting device logging back make difference ay,23,22,14,,0.0,0.818,0.182,0.4404,4
119258,105840,True,Wed Oct 11 14:01:58 +0000 2017,"@SpotifyCares No, but I've moved speaker to about 1 metre away and it's not skipping at the mo - it was about 3 or 4 metres away before. Fingers crossed!",119259,119257.0,no but i have moved speaker to about metre away and it is not skipping at the mo it was about or metres away before fingers crossed,moved speaker metre away shipping mo metre away finger crossed,30,27,10,,0.0,1.0,0.0,0.0,4
119259,SpotifyCares,False,Wed Oct 11 14:20:00 +0000 2017,"@105840 That's great to hear. If anything comes up, just let us know. We'll carry on helping out 🙂 /AY",119260,119258.0,that is great to hear if anything comes up just let us know we will carry on helping out ay,great hear anything come let u know carry helping ay,20,20,10,,0.0,0.559,0.441,0.743,4
119260,105840,True,Wed Oct 11 14:22:05 +0000 2017,@SpotifyCares Brilliant thanks 😊,119261,119259.0,brilliant thanks,brilliant thanks,4,2,2,,0.0,0.0,1.0,0.7717,4
119261,SpotifyCares,False,Wed Oct 11 14:41:35 +0000 2017,"@105840 You're welcome! If there's anything else we can help with, just give us a shout. We're here for you 😉 /CP",,119260.0,you are welcome if there is anything else we can help with just give us a shout we are here for you cp,welcome anything else help give u shout,22,23,7,,0.0,0.467,0.533,0.6908,4
119256,105840,True,Wed Oct 11 12:53:29 +0000 2017,@76495 @91226 Please help! Spotify Premium skipping through songs constantly on android tablet &amp; bluetooth speaker. Tried everything!,119254,,please help spotify premium skipping through songs constantly on android tablet amp bluetooth speaker tried everything,please help specify premium shipping song constantly andros tablet amp bluetooth speaker tried everything,18,16,14,,0.0,0.706,0.294,0.6124,4
119262,AppleSupport,False,Wed Oct 11 13:30:39 +0000 2017,@105841 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors. https://t.co/GDrqU22YpT,,119263.0,we would love to help please dm us and let us know any steps you have tried since experiencing these behaviors,would love help please u let u know step tried since experiencing behavior,21,21,13,,0.0,0.521,0.479,0.8481,4
119263,105841,True,Wed Oct 11 06:29:07 +0000 2017,"@AppleSupport after the 11.0.2 my phone just sucks most of the apps are broken, wifi disconnects frequently #apple #ios1102 #painfulupdate",119262,,after the my phone just sucks most of the apps are broken wifi disconnects frequently apple ios painfulupdate,phone suck ape broken wife disconnected frequently apple painfulupdate,20,18,9,,0.462,0.538,0.0,-0.7184,4
119264,British_Airways,False,Wed Oct 11 13:36:31 +0000 2017,"@105842 We're sorry your flight has been delayed, Beatner. Are you travelling on the BA8733? If so, the updated departure time we have is 15:30. 1/2",,119265.0,we are sorry your flight has been delayed beatner are you travelling on the ba if so the updated departure time we have is,sorry flight delayed better travelling ba updated departure time,26,24,9,,0.264,0.496,0.24,0.1779,4
119265,105842,True,Wed Oct 11 10:42:43 +0000 2017,First flight for long time with @British_Airways. Now over one 1h delay for the short jump FRA-LCY and NO one here to provide status updates,"119264,119266",,first flight for long time with now over one h delay for the short jump fralcy and no one here to provide status updates,first flight long time one h delay short jump france one provide status updated,25,24,14,,0.15,0.85,0.0,-0.3182,4
119267,AppleSupport,False,Wed Oct 11 13:30:38 +0000 2017,"@105843 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there. https://t.co/GDrqU22YpT",,119268.0,battery life is important and we are here for you dm us the ios version your iphone is running we will go from there,battery life important u version phone running go,24,24,8,,0.0,0.795,0.205,0.2023,4
119268,105843,True,Wed Oct 11 06:27:16 +0000 2017,Okay @76099 I used my fucking phone for 2 minutes and it drains it down 8 fucking percent,119267,,okay i used my fucking phone for minutes and it drains it down fucking percent,okay used fucking phone minute drain fucking percent,18,15,8,,0.0,0.787,0.213,0.2263,4
119269,AppleSupport,False,Wed Oct 11 13:30:12 +0000 2017,@105844 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,,119270.0,thanks for reaching out to us we are always happy to help send us a dm so we can look into this together,thanks reaching u always happy help send u look together,25,23,10,,0.0,0.351,0.649,0.8779,4
119270,105844,True,Wed Oct 11 06:49:50 +0000 2017,"@AppleSupport Can you get my iPhone 7plus back on the old iOS please?  Battery runs out in half the time, apps now frequently crash.",119269,119271.0,can you get my iphone plus back on the old ios please battery runs out in half the time apps now frequently crash,get phone plus back old please battery run half time ape frequently crash,24,23,13,,0.169,0.688,0.144,-0.1027,4
119271,AppleSupport,False,Wed Oct 11 03:26:00 +0000 2017,@105844 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,119270,119272.0,we would be happy to help send us a dm and we can start there,would happy help send u start,16,15,6,,0.0,0.385,0.615,0.7506,4
119272,105844,True,Wed Oct 11 02:19:23 +0000 2017,You’ve paralysed my phone with your update @76099 grrrrrrrrrr,119271,,you have paralysed my phone with your update grrrrrrrrrr,paralysed phone update grrrrrrrrrr,9,9,4,,0.0,1.0,0.0,0.0,4
119273,O2,False,Wed Oct 11 13:13:14 +0000 2017,"@82476 🤔 We'd like to help Sam, which number is calling you? Please DM us more info so we can advise further. https://t.co/5pyLDJBC6r",,119274.0,we would like to help sam which number is calling you please dm us more info so we can advise further,would like help sam number calling please u advise,23,21,9,,0.0,0.362,0.638,0.7783,4
119274,82476,True,Wed Oct 11 12:50:07 +0000 2017,"@O2 I received this a few weeks ago, since then I've been getting 2/3 calls a day from a telemarketer. Is someone using your name? https://t.co/GLtz4XHcex",119273,,i received this a few weeks ago since then i have been getting calls a day from a telemarketer is someone using your name,received week ago since getting call day telemarketer someone using name,26,24,11,,0.0,1.0,0.0,0.0,0
119275,comcastcares,False,Wed Oct 11 13:42:46 +0000 2017,"@105845 I understand this is a frustrating experience, please send a DM with your account information so I can look into this matter for you. -AD",,119276.0,i understand this is a frustrating experience please send a dm with your account information so i can look into this matter for you ad,understand frustration experience please send account information look matter ad,26,25,10,,0.23,0.519,0.252,-0.1779,4
119276,105845,True,Wed Oct 11 13:38:04 +0000 2017,"My internet is down and xfinity talkin about 24-72 hours... y’all have the game messed up. 

@77245",119275,,my internet is down and xfinity talkin about hours you all have the game messed up,internet affinity talking hour game missed,17,16,6,,0.306,0.694,0.0,-0.296,4
119277,sprintcare,False,Wed Oct 11 13:29:53 +0000 2017,@105676 I understand how you frustrated this situation can be. Please follow us by sending a DM for further assistance. Sprint Cares. -AC,,119278.0,i understand how you frustrated this situation can be please follow us by sending a dm for further assistance sprint cares ac,understand frustrated situation please follow u sending assistance spring care ac,23,22,11,,0.201,0.473,0.325,0.2732,4
119278,105676,True,Wed Oct 11 13:24:06 +0000 2017,@76803  I service last 40 min sprint can I get a refund https://t.co/wYPw9hP6wt,119277,,i service last min sprint can i get a refund,service last min spring get refund,13,10,6,,0.0,1.0,0.0,0.0,4
119279,AppleSupport,False,Wed Oct 11 13:35:01 +0000 2017,@105846 We'd like to help. What happens when you try to listen to Apple Music &amp; use WhatsApp? Does the music pause? Let us know in DM. https://t.co/GDrqU22YpT,,119280.0,we would like to help what happens when you try to listen to apple music amp use whatsapp does the music pause let us know in dm,would like help happens try listen apple music amp use whatsapp music pause let u know,28,27,16,,0.0,0.729,0.271,0.6369,4
119280,105846,True,Wed Oct 11 07:13:34 +0000 2017,So the new @76099 update does not let me listen to music and go on whatsapp at the same time?!?,119279,,so the new update does not let me listen to music and go on whatsapp at the same time,new update let listen music go whatsapp time,20,19,8,,0.0,1.0,0.0,0.0,4
119281,SpotifyCares,False,Wed Oct 11 13:31:32 +0000 2017,@105847 Hi Harry! Help's here. Can you check if logging out &gt; restarting your device &gt; logging back in makes a difference? Keep us posted /MU,119282,119283.0,hi harry helps here can you check if logging out gt restarting your device gt logging back in makes a difference keep us posted mu,hi harry help check logging starting device logging back make difference keep u posted,26,25,14,,0.0,0.828,0.172,0.4019,4
119282,105847,True,Wed Oct 11 13:46:20 +0000 2017,@SpotifyCares seems to be working at this stage. Will let you know if it happens again. Cheers,119284,119281.0,seems to be working at this stage will let you know if it happens again cheers,seems working stage let know happens cheer,17,16,7,,0.0,0.645,0.355,0.5106,4
119284,SpotifyCares,False,Wed Oct 11 14:07:15 +0000 2017,@105847 Sure thing. We'll keep an eye out for your update /MU,119285,119282.0,sure thing we will keep an eye out for your update mu,sure thing keep eye update,12,12,5,,0.0,0.635,0.365,0.3182,4
119285,105847,True,Thu Oct 12 10:25:35 +0000 2017,@SpotifyCares problem has come back again today. is there some kind of bug?,119286,119284.0,problem has come back again today is there some kind of bug,problem come back today kind bug,13,12,6,,0.267,0.396,0.337,0.1779,4
119286,SpotifyCares,False,Thu Oct 12 11:43:57 +0000 2017,"@105847 Thanks for giving us a nudge about this. What device, operating system, and Spotify version is this happening on? /AY",119287,119285.0,thanks for giving us a nudge about this what device operating system and spotify version is this happening on ay,thanks giving u judge device operating system specify version happening ay,21,20,11,,0.0,0.629,0.371,0.6486,4
119287,105847,True,Thu Oct 12 12:04:21 +0000 2017,"@SpotifyCares It's on a Macbook Air (early 2014), running High Sierra, spotify version 1.0.65.320.gac7a8e02",119288,119286.0,it is on a macbook air early running high sierra spotify version gacae,malbrook air early running high pierre specify version face,14,13,9,,0.0,1.0,0.0,0.0,4
119288,SpotifyCares,False,Thu Oct 12 12:09:13 +0000 2017,@105847 Got it. Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this. Let us know how it plays out /AY,,119287.0,got it can you try the steps here for us they should help with this let us know how it plays out ay,got try step u help let u know play ay,25,23,10,,0.0,0.611,0.389,0.6249,4
119283,105847,True,Wed Oct 11 12:37:46 +0000 2017,@SpotifyCares i've been having issues with playback. songs have been stopping midway through and won't restart unless i close and reopen app,119281,,i have been having issues with playback songs have been stopping midway through and will not restart unless i close and reopen app,issue playback song stopping midway start unless close open pp,22,23,10,,0.151,0.849,0.0,-0.1531,4
119289,AppleSupport,False,Wed Oct 11 13:44:29 +0000 2017,@105848 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply. https://t.co/GDrqU22YpT,"119290,119291",119292.0,let us take a look what is the exact ios you are using are you using any specific apps when noticing this dm us your reply,let u take look exact using using specific ape noticing u reply,26,26,12,,0.0,1.0,0.0,0.0,4
119290,105848,True,Wed Oct 11 13:48:49 +0000 2017,@AppleSupport Latest version 😡😡 I have read the help page turned off virtually all apps and location svs too - but in typing this I dropped 3% life,,119289.0,latest version i have read the help page turned off virtually all apps and location svs too but in typing this i dropped life,latest version read help page turned virtually ape location v tying dropped life,28,24,13,,0.0,0.816,0.184,0.4019,4
119291,105848,True,Wed Oct 11 15:44:02 +0000 2017,@AppleSupport Super help - problem solved 😀 once again in love with Apple,,119289.0,super help problem solved once again in love with apple,super help problem solved love apple,13,10,6,,0.163,0.06,0.777,0.8807,4
119292,105848,True,Wed Oct 11 08:06:34 +0000 2017,@AppleSupport #ios11update - is still killing my battery within 12 hours - phone is 10 months old - it’s a disgrace - used to get 2 days,119289,,iosupdate is still killing my battery within hours phone is months old it is a disgrace used to get days,iosupdate still killing battery within hour phone month old disgrace used get day,27,20,13,,0.409,0.591,0.0,-0.8225,4
119293,AppleSupport,False,Wed Oct 11 13:30:00 +0000 2017,@105849 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,,119294.0,thanks for reaching out to us we are always happy to help send us a dm so we can look into this together,thanks reaching u always happy help send u look together,25,23,10,,0.0,0.351,0.649,0.8779,4
119294,105849,True,Wed Oct 11 07:03:47 +0000 2017,"Took my phone off charge at 7:20am.

8:03am - 60% battery remaining.

@76099 plz I beg you, sort your battery life out😩",119293,,took my phone off charge at am am battery remaining plz i beg you sort your battery life out,took phone charge battery remaining ply beg sort battery life,22,19,10,,0.0,1.0,0.0,0.0,4
119295,SouthwestAir,False,Wed Oct 11 13:39:32 +0000 2017,"@105850 Once the points load and you hit the number, you get it immediately! You'll even receive a congrats email. Are you almost there? ^AC",119296,119297.0,once the points load and you hit the number you get it immediately you will even receive a congrats email are you almost there ac,point load hit number get immediately even receive congress email almost ac,25,25,12,,0.0,0.894,0.106,0.0772,1
119296,105850,True,Wed Oct 11 13:55:48 +0000 2017,@SouthwestAir I am! Thank you for the answer!!,,119295.0,i am thank you for the answer,thank answer,8,7,2,,0.0,0.286,0.714,0.3612,4
119297,105850,True,Wed Oct 11 13:34:46 +0000 2017,@southwestair Just curious....will I get the companion pass the exact moment I get enough points? It will I have to wait? Thanks!,119295,,just curiouswill i get the companion pass the exact moment i get enough points it will i have to wait thanks,curiouswill get companion pas exact moment get enough point wait thanks,22,21,11,,0.0,0.775,0.225,0.4404,4
119298,AppleSupport,False,Wed Oct 11 13:34:00 +0000 2017,@105851 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there. https://t.co/GDrqU22YpT,,119299.0,we would like to provide some assistance with this tell us more about the issue you are experiencing in dm we will go from there,would like provide assistance tell u issue experiencing go,24,25,9,,0.0,0.762,0.238,0.3612,4
119299,105851,True,Wed Oct 11 07:16:18 +0000 2017,@AppleSupport I need a new code for my I-store. I haven’t recd any but msg is too many sent. Help!,119298,,i need a new code for my istore i have not recd any but message is too many sent help,need new code store red message many sent help,20,20,9,,0.0,0.748,0.252,0.4019,4
119300,AppleSupport,False,Wed Oct 11 13:31:27 +0000 2017,"@105852 Are you experiencing an issue with your device? If so, DM us with what's going on. We'll see how we can help from there. https://t.co/GDrqU22YpT",,119301.0,are you experiencing an issue with your device if so dm us with what is going on we will see how we can help from there,experiencing issue device u going see help,26,26,7,,0.0,0.69,0.31,0.4019,4
119301,105852,True,Wed Oct 11 08:50:14 +0000 2017,@76099 @AppleSupport fix this update. It’s horrible,119300,,fix this update it is horrible,fix update horrible,7,6,3,,0.636,0.364,0.0,-0.5423,4
119266,British_Airways,False,Wed Oct 11 13:37:15 +0000 2017,"@105842 I appreciate it's after 15:30 now, so hopefully you will depart very soon. We're sorry for any inconvenience the delay has caused. 2/2 ^JR",119302,119265.0,i appreciate it is after now so hopefully you will depart very soon we are sorry for any inconvenience the delay has caused jr,appreciate hopefully depart soon sorry inconvenience delay caused jr,25,24,9,,0.394,0.258,0.348,0.0772,4
119302,105842,True,Wed Oct 11 13:47:24 +0000 2017,"@British_Airways Thanks for your answer. Response onsite was that Aircraft will not depart today, so rebooking to @105853 with now 4h delay...",119303,119266.0,thanks for your answer response onsite was that aircraft will not depart today so rebooking to with now h delay,thanks answer response inside aircraft depart today rebuking h delay,22,20,10,,0.174,0.606,0.22,0.1531,4
119303,British_Airways,False,Wed Oct 11 16:28:34 +0000 2017,@105842 Very sorry to hear this.  We hope you get everything sorted.   Kind Regards ^Jools,,119302.0,very sorry to hear this we hope you get everything sorted kind regards jools,sorry hear hope get everything sorted kind regard tool,15,14,9,,0.096,0.441,0.463,0.7184,4
119304,Ask_Spectrum,False,Wed Oct 11 13:42:00 +0000 2017,"@105854 I am sorry for the poor experience. Can you please DM the full service address and name on the account, as we ass... https://t.co/JEZhqGdBMd",119305,119306.0,i am sorry for the poor experience can you please dm the full service address and name on the account as we ass,sorry poor experience please full service address name account as,25,23,10,,0.321,0.511,0.168,-0.2732,3
119305,105854,True,Wed Oct 11 13:49:52 +0000 2017,@Ask_Spectrum It's just in my yard. I've called 4-5 times in 6 weeks. I'm not a customer but it's pretty tempting. I do have some coaxial,,119304.0,it is just in my yard i have called times in weeks i am not a customer but it is pretty tempting i do have some coaxial,yard called time week customer pretty tempting cordial,26,27,8,,0.0,0.686,0.314,0.4939,4
119306,105854,True,Wed Oct 11 13:27:49 +0000 2017,@76501 I guess this means free cable for the neighborhood. https://t.co/FBgEE9YXPm,"119304,119307",,i guess this means free cable for the neighborhood,guess mean free cable neighborhood,11,9,5,,0.0,0.548,0.452,0.5106,4
119308,Tesco,False,Wed Oct 11 13:33:07 +0000 2017,"@105855 Hi Thomas, if a colleague believes the person buying alcohol looks under 25, they will be challenged for ID to prove they're of age. - Paige",119309,119310.0,hi thomas if a colleague believes the person buying alcohol looks under they will be challenged for id to prove they are of age paige,hi thomas colleague belief person buying alcohol look challenged id prove age page,27,25,13,,0.104,0.896,0.0,-0.1027,4
119309,105855,True,Wed Oct 11 13:33:43 +0000 2017,@Tesco Maybe hire colleagues who can see?,,119308.0,maybe hire colleagues who can see,maybe hire colleague see,7,6,4,,0.0,1.0,0.0,0.0,4
119310,105855,True,Wed Oct 11 13:31:06 +0000 2017,@Tesco The point is if it's enforced they do it properly or they don't. Plus take some common-sense and think does that person look over 18?,119308,119311.0,the point is if it is enforced they do it properly or they do not plus take some commonsense and think does that person look over,point enforced properly plus take commonsense think person look,26,26,9,,0.0,1.0,0.0,0.0,4
119311,Tesco,False,Wed Oct 11 13:28:34 +0000 2017,"@105855 Hi Thomas, this is correct but this helps our store colleagues judge age and protect them from making underage sales. Amanda","119310,119312",119313.0,hi thomas this is correct but this helps our store colleagues judge age and protect them from making underage sales amanda,hi thomas correct help store colleague judge age protect making undergo sale mania,22,21,13,,0.0,0.675,0.325,0.6486,4
119313,105855,True,Wed Oct 11 12:29:52 +0000 2017,@Tesco Uk offlicense law is 18. Not 25,119311,119314.0,uk offlicense law is not,offlicense law,8,5,2,,0.0,1.0,0.0,0.0,4
119314,Tesco,False,Wed Oct 11 12:17:02 +0000 2017,"@105855 Hi Thomas, we operate a Think 25 policy at our stores. I'd be flattered to be ID'd. :-) - Helena",119313,119315.0,hi thomas we operate a think policy at our stores i would be flattered to be idd helena,hi thomas operate think policy store would flattered helena,21,18,9,,0.0,0.755,0.245,0.3818,4
119315,105855,True,Wed Oct 11 12:14:41 +0000 2017,Got id's @Tesco for buying one Adnams Broadside. Is being blind part of the job-spec? I am 35 and 99 kilos.,"119316,119314",,got ids for buying one adnams broadside is being blind part of the jobspec i am and kilos,got buying one adam roadside blind part jobspec kill,21,18,9,,0.514,0.486,0.0,-0.8126,4
119317,Tesco,False,Wed Oct 11 13:42:19 +0000 2017,"@105856 Hi there, could you try deleting your cache and cookies and reinstalling the app if using it? This should fix the issue :) - Dani",119318,119319.0,hi there could you try deleting your cache and cookies and reinstalling the app if using it this should fix the issue dani,hi could try meeting ache colony reinstating pp using fix issue dans,26,23,12,,0.191,0.809,0.0,-0.3818,4
119318,105856,True,Wed Oct 11 13:43:09 +0000 2017,@Tesco Will I lose all the shopping I've done if I delete the cache/cookies (not using app)?,119320,119317.0,will i lose all the shopping i have done if i delete the cachecookies not using app,lose shopping done delete cachecookies using pp,17,17,7,,0.31,0.69,0.0,-0.4019,4
119320,Tesco,False,Wed Oct 11 13:45:00 +0000 2017,"@105856 Hi there, as long as you sign out of your account prior to deleting your cache &amp; cookies, you'll still have a full basket :) Thanks - Mike",119321,119318.0,hi there as long as you sign out of your account prior to deleting your cache amp cookies you will still have a full basket thanks mike,hi long sign account prior meeting ache amp colony still full basket thanks mike,29,27,14,,0.149,0.686,0.166,0.0772,4
119321,105856,True,Wed Oct 11 13:48:39 +0000 2017,@Tesco Done all that. Still telling me there are no delivery slots whatsoever.,119322,119320.0,done all that still telling me there are no delivery slots whatsoever,done still telling delivery shot whatsoever,13,12,6,,0.0,1.0,0.0,0.0,4
119322,Tesco,False,Wed Oct 11 13:49:29 +0000 2017,"@105856 Can you DM me your full name, address and email? I'd be happy to look into this further for you :) Thanks - Mike",,119321.0,can you dm me your full name address and email i would be happy to look into this further for you thanks mike,full name address email would happy look thanks mike,25,23,9,,0.0,0.515,0.485,0.765,4
119319,105856,True,Wed Oct 11 13:36:32 +0000 2017,"Hey @Tesco, your website's broken. It's telling me there are no delivery slots for the next 3 weeks, which I find slightly unlikely.",119317,,hey your websites broken it is telling me there are no delivery slots for the next weeks which i find slightly unlikely,hey webster broken telling delivery shot next week find slightly unlikely,23,22,11,,0.237,0.763,0.0,-0.4767,4
119323,AppleSupport,False,Wed Oct 11 13:55:31 +0000 2017,@105857 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM. https://t.co/GDrqU22YpT,,119324.0,is there a particular app that seems to cause these issues more than others what model iphone are you using join us in dm,particular pp seems cause issue others model phone using join u,26,24,11,,0.0,0.82,0.18,0.296,4
119324,105857,True,Wed Oct 11 08:52:14 +0000 2017,@AppleSupport I have the latest version iOS. It started immediately after I updated my phone.,119323,119325.0,i have the latest version ios it started immediately after i updated my phone,latest version started immediately updated phone,15,14,6,,0.0,1.0,0.0,0.0,4
119325,AppleSupport,False,Wed Oct 11 00:19:34 +0000 2017,@105857 We'd like to help if we can. When did this start happening? Which version of iOS are you running currently?,119324,119326.0,we would like to help if we can when did this start happening which version of ios are you running currently,would like help start happening version running currently,21,21,8,,0.0,0.536,0.464,0.6369,4
